epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,5.11738920211792,1.4657810396618314,True,0.25,True
2,9,5.2301270961761475,1.2283793952729967,True,0.4409722222222222,True
3,9,5.142364501953125,1.0832597812016804,True,0.3854166666666667,False
4,9,5.329066038131714,0.9448257883389791,True,0.3263888888888889,False
5,9,5.694263458251953,0.7983162071969774,True,0.25,False
6,9,5.544116497039795,0.6758612725469801,True,0.2534722222222222,False
7,9,5.625293254852295,0.5760054952568479,True,0.2569444444444444,False
8,9,5.1400346755981445,0.4832718273003896,True,0.3298611111111111,False
9,9,5.2941811084747314,0.3868207203017341,True,0.7395833333333334,True
10,9,5.40595269203186,0.3505065855052736,True,0.7743055555555556,True
11,9,5.094760417938232,0.30225735074943966,True,0.7638888888888888,False
12,9,4.9742395877838135,0.1901368945837021,True,0.4791666666666667,False
13,9,5.120429515838623,0.18366743624210358,True,0.7881944444444444,True
14,9,5.110496520996094,0.15921238395902845,True,0.90625,True
15,9,7.109290361404419,0.1406869242588679,True,0.7534722222222222,False
16,9,7.123178243637085,0.1108599743909306,True,0.6215277777777778,False
17,9,9.687105894088745,0.08915600718723403,True,0.7118055555555556,False
18,9,7.402580499649048,0.11374443769454956,False,0.8333333333333334,False
19,9,5.564663887023926,0.10524037066433165,False,0.6041666666666666,False
20,9,6.0753867626190186,0.08363321589099036,True,0.3298611111111111,False
21,9,6.200109004974365,0.08801442467504078,False,0.6736111111111112,False
22,9,7.150798320770264,0.06425795869694816,True,0.7361111111111112,False
23,9,5.869749307632446,0.05015653702947828,True,1.0,True
24,9,5.379774570465088,0.05258231879108482,False,0.84375,False
25,9,5.702134370803833,0.047689916772974864,True,0.8680555555555556,False
26,9,7.720909595489502,0.03524745317796866,True,0.6041666666666666,False
27,9,9.901116847991943,0.0299721523705456,True,0.625,False
28,9,5.908599376678467,0.02942344556666083,True,0.9861111111111112,False
29,9,5.809674263000488,0.03270878963586357,False,1.0,False
30,9,6.083045244216919,0.035904779098927975,False,0.7951388888888888,False
