epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,6.7226903438568115,1.243660443358951,True,0.25,True
2,9,7.038147687911987,0.9246014753977457,True,0.2638888888888889,True
3,9,7.142137289047241,0.7971654004520841,True,0.4479166666666667,True
4,9,6.3714680671691895,0.618662565946579,True,0.4583333333333333,True
5,9,5.553022146224976,0.5281383726331923,True,0.59375,True
6,9,6.141732692718506,0.4414596226480272,True,0.6180555555555556,True
7,9,5.993821620941162,0.3939217146899965,True,0.5243055555555556,False
8,9,6.140261650085449,0.2713204340802299,True,0.875,True
9,9,5.644705772399902,0.23102091087235344,True,0.7361111111111112,False
10,9,5.713717460632324,0.19790804634491602,True,0.8020833333333334,False
11,9,5.761995553970337,0.22184939682483673,False,0.6909722222222222,False
12,9,5.54861855506897,0.1608749520447519,True,0.9131944444444444,True
13,9,7.866015195846558,0.12538625879420173,True,0.7569444444444444,False
14,9,8.228527307510376,0.09047687384817335,True,0.6527777777777778,False
15,9,8.261030912399292,0.10464216685957378,False,0.7951388888888888,False
16,9,6.61307430267334,0.08008472497264545,True,0.9305555555555556,True
17,9,6.197962284088135,0.07051213458180428,True,0.7395833333333334,False
18,9,5.513113498687744,0.05493426923122671,True,0.8576388888888888,False
19,9,5.703660726547241,0.05204579896397061,True,0.9027777777777778,False
20,9,5.6118762493133545,0.041219196592768036,True,0.7569444444444444,False
21,9,7.029340982437134,0.03510082720054521,True,0.7951388888888888,False
22,9,5.521144866943359,0.03546817290286223,False,0.9166666666666666,False
23,9,5.659423828125,0.03741282949017154,False,0.7395833333333334,False
24,9,6.195767402648926,0.023532632738351822,True,0.9791666666666666,True
25,9,6.307441234588623,0.030082263466384675,False,0.71875,False
26,9,5.596011400222778,0.01925260956502623,True,0.8854166666666666,False
27,9,5.723923206329346,0.016977929924097326,True,0.9236111111111112,False
28,9,5.537196397781372,0.016090745934181742,True,0.9236111111111112,False
29,9,5.472659587860107,0.023876814689073298,False,0.6076388888888888,False
30,9,5.323408126831055,0.03691190553622113,False,0.8055555555555556,False
31,9,8.15813159942627,0.03247784078121185,False,0.8229166666666666,False
32,9,5.979622840881348,0.03843989171501663,False,0.6284722222222222,False
33,9,5.621006011962891,0.031723123457696706,False,0.9791666666666666,False
34,9,7.280998945236206,0.06052120009230243,False,0.8472222222222222,False
35,9,5.52403712272644,0.050712274904880256,False,0.8506944444444444,False
