epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,4.721189737319946,1.3987514310412936,True,0.2638888888888889,True
2,9,4.788620471954346,0.9948098527060615,True,0.25,False
3,9,4.700550317764282,0.8248570892545912,True,0.2777777777777778,True
4,9,4.7332117557525635,0.6522770788934495,True,0.4652777777777778,True
5,9,4.76048469543457,0.501735270023346,True,0.4548611111111111,False
6,9,4.69987678527832,0.4823588165971968,True,0.4270833333333333,False
7,9,4.808403015136719,0.30539099872112274,True,0.4166666666666667,False
8,9,4.67043137550354,0.28260912001132965,True,0.7118055555555556,True
9,9,4.79270339012146,0.22800977528095245,True,0.3090277777777778,False
10,9,4.759939193725586,0.22689792099926206,True,0.8784722222222222,True
11,9,4.769649982452393,0.21406364109781054,True,0.2604166666666667,False
12,9,4.763618230819702,0.1300999449772967,True,0.25,False
13,9,4.7023115158081055,0.13660251100858053,False,0.7777777777777778,False
14,9,4.841689586639404,0.12268487571014298,True,0.5659722222222222,False
15,9,4.687366008758545,0.10377982093228234,True,0.2847222222222222,False
16,9,4.620406150817871,0.08822692558169365,True,0.6736111111111112,False
17,9,4.801437854766846,0.07323366362187597,True,0.4930555555555556,False
18,9,4.795710802078247,0.05666966322395536,True,0.5798611111111112,False
19,9,4.672370910644531,0.06450340275963147,False,0.3715277777777778,False
20,9,4.713746547698975,0.038421642759607896,True,0.3819444444444444,False
21,9,4.698056936264038,0.041287742348180875,False,0.5347222222222222,False
22,9,4.7610695362091064,0.03110959225644668,True,0.8090277777777778,False
23,9,4.717359304428101,0.03899188287970093,False,0.8298611111111112,False
24,9,4.745881795883179,0.028260768287711673,True,0.8402777777777778,False
25,9,4.800946474075317,0.024717528993884724,True,0.7951388888888888,False
26,9,4.749587297439575,0.01978288104550706,True,0.75,False
27,9,4.750751495361328,0.017566814449512295,True,0.7465277777777778,False
28,9,4.9672136306762695,0.017729476197726197,False,0.6423611111111112,False
29,9,5.534414529800415,0.016770968731078837,True,0.7951388888888888,False
30,9,5.187988042831421,0.02305119577795267,False,0.6631944444444444,False
31,9,8.00831151008606,0.0290940444295605,False,0.8090277777777778,False
32,9,5.923310995101929,0.020554183102730248,False,0.7847222222222222,False
