epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best,train_accuracy,train_accuracy_best,valid_accuracy,valid_accuracy_best,fold,validation_run
1,8,2,4.840528249740601,1.8384860595067343,True,2.9353319009145102,True,0.25,True,0.25,True,1,0
2,8,2,4.92315149307251,1.1769737402598064,True,4.785700003306071,False,0.2916666666666667,True,0.2708333333333333,True,1,0
3,8,2,5.180319309234619,0.9362117648124695,True,2.2275468905766806,True,0.4,True,0.3333333333333333,True,1,0
4,8,2,6.482323408126831,0.811340618133545,True,6.2851236661275225,False,0.25,False,0.25,False,1,0
5,8,2,4.6670145988464355,0.6570294380187989,True,2.62147323290507,False,0.42083333333333334,True,0.3125,False,1,0
6,8,2,4.7332000732421875,0.563581132888794,True,3.0538389682769775,False,0.3458333333333333,False,0.2708333333333333,False,1,0
7,8,2,4.927383184432983,0.42037965257962545,True,1.9002663294474285,True,0.6875,True,0.4375,True,1,0
8,8,2,4.509943246841431,0.2859366257985433,True,2.1307241916656494,False,0.6958333333333333,True,0.4166666666666667,False,1,0
9,8,2,6.288424015045166,0.24256259401639302,True,4.219981829325358,False,0.4875,False,0.375,False,1,0
10,8,2,4.484736919403076,0.20455069343249002,True,3.4143226146698,False,0.5083333333333333,False,0.4166666666666667,False,1,0
11,8,2,4.615030527114868,0.20931643148263296,False,1.897252122561137,True,0.7125,True,0.4375,False,1,0
12,8,2,4.9940807819366455,0.173233367005984,True,4.06095552444458,False,0.5333333333333333,False,0.375,False,1,0
13,8,2,5.0540771484375,0.16812874873479208,True,4.117262840270996,False,0.5291666666666667,False,0.2916666666666667,False,1,0
14,8,2,4.836467027664185,0.1411247988541921,True,4.816558837890625,False,0.5708333333333333,False,0.375,False,1,0
15,8,2,5.054612159729004,0.09639545604586601,True,1.251204788684845,True,0.9708333333333333,True,0.625,True,1,0
16,8,2,4.714164733886719,0.11867028226455052,False,1.9873247543970745,False,0.775,False,0.5,False,1,0
17,8,2,4.61255669593811,0.08817719320456187,True,4.574723879496257,False,0.45416666666666666,False,0.3541666666666667,False,1,0
18,8,2,4.643923044204712,0.05801064148545265,True,3.3668505350748696,False,0.75,False,0.5208333333333334,False,1,0
19,8,2,4.692344903945923,0.04576207498709361,True,1.7216394742329915,False,0.975,True,0.5625,False,1,0
20,8,2,4.734937906265259,0.03141915003458659,True,2.101895888646444,False,0.9041666666666667,False,0.5,False,1,0
21,8,2,4.754297494888306,0.039206572870413466,False,2.5538363456726074,False,0.7916666666666666,False,0.5625,False,1,0
22,8,2,4.682189464569092,0.03993542119860649,False,4.19827938079834,False,0.6916666666666667,False,0.4166666666666667,False,1,0
23,8,2,4.758658170700073,0.02703452333807945,True,4.1029486656188965,False,0.6833333333333333,False,0.4791666666666667,False,1,0
24,8,2,4.728822708129883,0.04037176134685675,False,1.9644112586975098,False,0.95,False,0.5208333333333334,False,1,0
25,8,2,4.7814226150512695,0.03645979252954324,False,1.3667455712954204,False,0.975,False,0.6458333333333334,True,1,0
26,8,2,4.780897617340088,0.03446950223296881,False,1.8498918612798054,False,0.95,False,0.5625,False,1,0
27,8,2,4.733670473098755,0.03833344473193089,False,2.728443702061971,False,0.775,False,0.4583333333333333,False,1,0
28,8,2,4.7674994468688965,0.04143988949557145,False,4.37333345413208,False,0.5791666666666667,False,0.3958333333333333,False,1,0
29,8,2,4.7788777351379395,0.036772358169158297,False,3.0386125246683755,False,0.7833333333333333,False,0.5833333333333334,False,1,0
30,8,2,4.764864921569824,0.029259119803706806,False,1.7255198955535889,False,0.9208333333333333,False,0.625,False,1,0
31,8,2,4.7707884311676025,0.02327546663582325,True,3.4398781458536782,False,0.5875,False,0.4375,False,1,0
32,8,2,4.629778623580933,0.01730413002272447,True,1.5950769583384197,False,0.9791666666666666,True,0.5208333333333334,False,1,0
33,8,2,4.667814493179321,0.017127061200638612,True,2.216500202814738,False,0.8916666666666667,False,0.4791666666666667,False,1,0
34,8,2,4.637364149093628,0.027949201439817748,False,3.833989461263021,False,0.6666666666666666,False,0.3541666666666667,False,1,0
35,8,2,4.640708923339844,0.01637166514992714,True,2.3145976066589355,False,0.9416666666666667,False,0.6041666666666666,False,1,0
1,8,2,4.694627046585083,1.784211564064026,True,3.271461566289266,True,0.25,True,0.25,True,2,1
2,8,2,4.6036217212677,1.170635747909546,True,4.470826784769694,False,0.2791666666666667,True,0.25,False,2,1
3,8,2,4.603209733963013,0.9251694758733113,True,5.693202177683513,False,0.2625,False,0.25,False,2,1
4,8,2,4.625964879989624,0.7497255206108093,True,4.773148536682129,False,0.2791666666666667,False,0.25,False,2,1
5,8,2,4.642502307891846,0.5981639742851257,True,1.729532281557719,True,0.6166666666666667,True,0.375,True,2,1
6,8,2,4.701215744018555,0.5388319035371144,True,5.3522210121154785,False,0.475,False,0.3541666666666667,False,2,1
7,8,2,4.638782978057861,0.470471453666687,True,7.856472969055176,False,0.25833333333333336,False,0.2708333333333333,False,2,1
8,8,2,4.605630159378052,0.39012022415796915,True,3.0621883074442544,False,0.65,True,0.4583333333333333,True,2,1
9,8,2,4.97070574760437,0.2799293001492818,True,8.003224690755209,False,0.25,False,0.25,False,2,1
10,8,2,4.91489577293396,0.3029231389363607,False,3.008888006210327,False,0.6541666666666667,True,0.4791666666666667,True,2,1
11,8,2,5.756180763244629,0.19671797454357148,True,1.7133338054021199,True,0.875,True,0.5,True,2,1
12,8,2,4.887570142745972,0.19768122533957164,False,4.6213142077128095,False,0.5375,False,0.3541666666666667,False,2,1
13,8,2,4.754703521728516,0.1672356242934863,True,5.639481703440349,False,0.5708333333333333,False,0.2916666666666667,False,2,1
14,8,2,4.671694755554199,0.12324825376272201,True,5.115378538767497,False,0.5333333333333333,False,0.2708333333333333,False,2,1
15,8,2,4.409839630126953,0.09741434156894684,True,3.1892004013061523,False,0.6791666666666667,False,0.3333333333333333,False,2,1
16,8,2,4.478698015213013,0.09650046974420548,True,2.1257827281951904,False,0.7958333333333333,False,0.4375,False,2,1
17,8,2,4.420581102371216,0.055138962094982466,True,2.5561300913492837,False,0.7791666666666667,False,0.4583333333333333,False,2,1
18,8,2,4.719429969787598,0.0704227606455485,False,7.886438687642415,False,0.3333333333333333,False,0.2708333333333333,False,2,1
19,8,2,4.9077677726745605,0.06878343125184377,False,4.980075836181641,False,0.5791666666666667,False,0.2916666666666667,False,2,1
20,8,2,4.713239669799805,0.06679373209675153,False,2.246731718381246,False,0.8083333333333333,False,0.5,False,2,1
21,8,2,4.70145320892334,0.0666256429006656,False,4.836421489715576,False,0.5416666666666666,False,0.3333333333333333,False,2,1
22,8,2,4.73897910118103,0.06047194538017114,False,3.036128520965576,False,0.7291666666666666,False,0.4791666666666667,False,2,1
23,8,2,4.672281742095947,0.034613394737243654,True,3.178191820780436,False,0.7666666666666667,False,0.4583333333333333,False,2,1
24,8,2,4.991393804550171,0.02535952130953471,True,4.545042435328166,False,0.6291666666666667,False,0.2916666666666667,False,2,1
25,8,2,4.65697979927063,0.0204837745676438,True,3.4453930854797363,False,0.75,False,0.3541666666666667,False,2,1
26,8,2,4.659230709075928,0.018822763860225678,True,2.13075586160024,False,0.8583333333333333,False,0.5625,True,2,1
27,8,2,4.859675645828247,0.02233939493695895,False,2.3895850578943887,False,0.8041666666666667,False,0.6666666666666666,True,2,1
28,8,2,4.738881826400757,0.022570196042458215,False,3.005295674006144,False,0.7875,False,0.5833333333333334,False,2,1
29,8,2,4.661101579666138,0.022249935815731686,False,5.40016237894694,False,0.45416666666666666,False,0.2916666666666667,False,2,1
30,8,2,4.561284065246582,0.018055817267547052,True,6.750991185506185,False,0.35833333333333334,False,0.2708333333333333,False,2,1
31,8,2,4.554543972015381,0.012306652093927065,True,3.779491662979126,False,0.7125,False,0.4166666666666667,False,2,1
32,8,2,4.652221202850342,0.023197077897687754,False,2.110769788424174,False,0.925,True,0.5416666666666666,False,2,1
33,8,2,6.158672571182251,0.01618008396277825,False,1.6134063402811687,True,0.9833333333333333,True,0.6041666666666666,False,2,1
34,8,2,4.948738098144531,0.015526450301210085,False,2.829082806905111,False,0.8541666666666666,False,0.4375,False,2,1
35,8,2,4.7122461795806885,0.014371464836100738,False,3.9318581422170005,False,0.7625,False,0.4583333333333333,False,2,1
1,8,2,5.3896002769470215,1.473675505320231,True,2.6128405729929605,True,0.25,True,0.25,True,3,2
2,8,2,4.894565105438232,1.0873672087987265,True,3.8313681284586587,False,0.25833333333333336,True,0.25,False,3,2
3,8,2,4.753055810928345,0.8476898471514384,True,5.614770412445068,False,0.37083333333333335,True,0.2708333333333333,True,3,2
4,8,2,4.362310886383057,0.7190490563710531,True,3.3539392948150635,False,0.43333333333333335,True,0.2708333333333333,False,3,2
