epoch,mean_train_accuracy,std_train_accuracy,mean_valid_accuracy,std_valid_accuracy,min_valid_accuracy,max_valid_accuracy,mean_train_loss,mean_valid_loss
1,0.2638888888888889,0.03402069087198857,0.2569444444444445,0.017010345435994303,0.25,0.2916666666666667,1.6619090106752183,2.3991119994057546
2,0.34930555555555554,0.0639778969355534,0.2743055555555555,0.03588336300767724,0.22916666666666666,0.3333333333333333,1.309537935256958,2.323091480467055
3,0.2986111111111111,0.07604214231205882,0.2604166666666667,0.02551551815399144,0.25,0.3125,1.1006312131881715,3.8747263484530983
4,0.3527777777777778,0.07205643364495377,0.2951388888888889,0.050028926817577445,0.25,0.375,0.9392341944906447,3.3710103697246976
5,0.39305555555555555,0.12914426329009254,0.3055555555555555,0.059899607369021744,0.25,0.3958333333333333,0.8104964011245303,3.66147819492552
6,0.4840277777777778,0.200613930408818,0.34027777777777773,0.0829853847016092,0.25,0.4375,0.6969797293345134,3.215909308857388
7,0.4597222222222222,0.16104404734477204,0.2951388888888889,0.09630019133860458,0.20833333333333334,0.4375,0.5777373767561382,3.4525039924515615
8,0.5909722222222222,0.1827911806973759,0.3506944444444444,0.06510763879630121,0.25,0.4375,0.46709508962101404,3.246366335286034
9,0.6402777777777778,0.1793635868739703,0.3993055555555556,0.10977934518674097,0.2916666666666667,0.5625,0.42253848910331726,2.9481166203816733
10,0.6868055555555556,0.0934083280052734,0.37847222222222227,0.03588336300767726,0.3125,0.4166666666666667,0.37085292239983875,2.9912167655097117
11,0.6215277777777778,0.19306404857417614,0.375,0.08740073734751266,0.2708333333333333,0.4791666666666667,0.31665379073884753,3.374387741088867
12,0.71875,0.1672437924441775,0.40625,0.11082863398558655,0.3125,0.6041666666666666,0.27622393899493747,2.7691507869296603
13,0.7423611111111111,0.14942985781766444,0.34027777777777773,0.06273105439242341,0.25,0.4166666666666667,0.21858678940269682,3.0401640070809255
14,0.7166666666666667,0.12874932578032747,0.3819444444444444,0.07296625298090943,0.3125,0.5,0.18248105744520823,3.3567666874991517
15,0.6645833333333333,0.2549884256632489,0.3541666666666667,0.06319062870042957,0.25,0.4166666666666667,0.16604715262850125,4.222866429222955
16,0.6756944444444445,0.2590503043526203,0.3958333333333333,0.10865337342004416,0.25,0.5833333333333334,0.1457897645731767,4.058732801013522
17,0.6777777777777777,0.1983029855399915,0.3888888888888889,0.059899607369021717,0.2916666666666667,0.4583333333333333,0.13386177354388767,4.134719716178046
18,0.6326388888888889,0.1818007278028051,0.3368055555555556,0.06510763879630123,0.25,0.4375,0.1313696678727865,4.26415847407447
19,0.7006944444444444,0.1459741383741452,0.3854166666666667,0.07306532465312575,0.2916666666666667,0.4791666666666667,0.0978486662523614,3.813771883646647
20,0.6791666666666667,0.1723006094011278,0.40972222222222227,0.0829853847016092,0.3333333333333333,0.5625,0.10318290400836204,3.672948936621348
21,0.8270833333333334,0.1262919347297276,0.3993055555555556,0.062384151892988064,0.2916666666666667,0.4375,0.08437359829743703,3.325760232077704
22,0.7277777777777777,0.18232043423802158,0.37847222222222227,0.05805987490577356,0.2916666666666667,0.4583333333333333,0.09072733807067075,3.8252292606565685
23,0.7131944444444445,0.17694193701345673,0.40972222222222227,0.08193267335418127,0.3333333333333333,0.5625,0.07572299794604381,4.043887681431241
24,0.7840277777777778,0.20322771619449362,0.40972222222222227,0.052152731543107206,0.3333333333333333,0.4791666666666667,0.07382949681745635,3.52785058816274
25,0.7736111111111111,0.09837805009625238,0.3993055555555556,0.07023851560272382,0.3333333333333333,0.5208333333333334,0.07077747190164195,3.8405106597476535
26,0.5826388888888889,0.26565454628702095,0.37152777777777773,0.08879661008711404,0.2708333333333333,0.5,0.06477142106741667,5.074955066045125
27,0.6590277777777778,0.21385055572802514,0.3611111111111111,0.09652527974385586,0.25,0.5,0.06848735536138216,4.691922068595886
28,0.7854166666666668,0.19610353699569577,0.3958333333333333,0.09033118078616167,0.3125,0.5625,0.057009967768357865,3.8779683775371976
29,0.842361111111111,0.12166143443848439,0.4305555555555556,0.07414637675021744,0.3541666666666667,0.5625,0.05536873324567245,3.224682715204027
30,0.9041666666666667,0.17452315987665745,0.46875,0.06284626303749315,0.3541666666666667,0.5416666666666666,0.041981193278398776,2.9779407911830478
31,0.8027777777777777,0.12863240764401598,0.3993055555555556,0.062384151892988085,0.3125,0.5,0.036777855787012315,3.640343440903558
32,0.8680555555555555,0.17808133805360676,0.4305555555555556,0.1268383339647875,0.3125,0.6666666666666666,0.03673917924364408,3.2930364542537265
33,0.8416666666666667,0.2247375011973846,0.3888888888888889,0.056927504255331114,0.3125,0.4791666666666667,0.03346924612091647,3.9810480409198337
34,0.7833333333333333,0.17378546800261774,0.3541666666666667,0.08014743359029727,0.2708333333333333,0.4791666666666667,0.03656672092361583,3.9329393439822726
35,0.8416666666666667,0.11067971810589329,0.40972222222222215,0.07869008596786274,0.3125,0.5416666666666666,0.035355392667568396,3.5449805524614124
