epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,5.018491744995117,1.2763958242204454,True,0.2534722222222222,True
2,9,4.882292747497559,0.9873841736051772,True,0.2847222222222222,True
3,9,4.7755444049835205,0.8328445421324836,True,0.4305555555555556,True
4,9,4.905129432678223,0.6494725578361087,True,0.3263888888888889,False
5,9,4.767827749252319,0.525708344247606,True,0.3993055555555556,False
6,9,4.884892702102661,0.45772161417537266,True,0.5138888888888888,True
7,9,4.9081032276153564,0.39346011810832554,True,0.5555555555555556,True
8,9,4.964457988739014,0.3058818297253715,True,0.6388888888888888,True
9,9,4.987128734588623,0.3137441823879878,False,0.7256944444444444,True
10,9,4.991032600402832,0.3147399913933542,False,0.7986111111111112,True
11,9,4.9322826862335205,0.26743339995543164,True,0.6111111111111112,False
12,9,4.990176439285278,0.20719453858004677,True,0.6111111111111112,False
13,9,5.018866062164307,0.1880137316054768,True,0.8715277777777778,True
14,9,5.058592081069946,0.12984502067168555,True,0.7118055555555556,False
15,9,4.832935094833374,0.16271327353186077,False,0.9861111111111112,True
16,9,4.908295631408691,0.08521366347041395,True,0.7604166666666666,False
17,9,4.985177040100098,0.10124711381892364,False,0.6145833333333334,False
18,9,4.958956241607666,0.08031849418249395,True,0.7326388888888888,False
19,9,4.972625494003296,0.10217152701483832,False,0.8055555555555556,False
20,9,4.88687801361084,0.07024866963426273,True,0.9965277777777778,True
21,9,4.934279918670654,0.04673802418013414,True,0.875,False
22,9,4.999340534210205,0.043699853122234344,True,0.8263888888888888,False
23,9,4.768492221832275,0.039349327691727214,True,0.9583333333333334,False
24,9,4.857805013656616,0.0515652626959814,False,0.8888888888888888,False
25,9,4.984367609024048,0.04983713602026304,False,0.7222222222222222,False
26,9,4.938051700592041,0.07129453412360615,False,0.7256944444444444,False
27,9,4.9858667850494385,0.04309462673134274,False,0.8472222222222222,False
28,9,4.864208936691284,0.054394617676734924,False,0.8680555555555556,False
29,9,4.936376094818115,0.04232919174763891,False,0.7673611111111112,False
30,9,4.8116843700408936,0.04068377365668615,False,0.6666666666666666,False
31,9,4.890716552734375,0.04272624457048045,False,0.8715277777777778,False
32,9,4.888378143310547,0.04647703696456221,False,0.9409722222222222,False
