epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,5.603045463562012,1.5032766262690227,True,0.25,True
2,9,5.259211540222168,1.3126051558388605,True,0.40625,True
3,9,6.21325421333313,1.1578062375386555,True,0.25,False
4,9,5.173195838928223,1.021636101934645,True,0.5277777777777778,True
5,9,5.352792501449585,0.874163978629642,True,0.4513888888888889,False
6,9,5.466512203216553,0.7604842053519355,True,0.4375,False
7,9,5.3123345375061035,0.6888389454947578,True,0.28125,False
8,9,5.169274806976318,0.6190919743643867,True,0.6909722222222222,True
9,9,5.5373804569244385,0.5003254413604736,True,0.3055555555555556,False
10,9,5.113760709762573,0.4513780110412174,True,0.4861111111111111,False
11,9,5.159909248352051,0.3594579001267751,True,0.90625,True
12,9,5.423686265945435,0.3151443219847149,True,0.6736111111111112,False
13,9,4.970659494400024,0.23208079073164198,True,0.5138888888888888,False
14,9,4.986329793930054,0.20999601483345032,True,0.8333333333333334,False
15,9,5.118189096450806,0.17999522387981415,True,0.3645833333333333,False
16,9,5.077994346618652,0.15336824125713772,True,0.6666666666666666,False
17,9,5.321470499038696,0.1344345427221722,True,0.4479166666666667,False
18,9,5.194298267364502,0.13090302298466364,True,0.8819444444444444,False
19,9,5.242959976196289,0.10301620016495387,True,0.3541666666666667,False
20,9,5.211033344268799,0.08491353359487322,True,0.9826388888888888,True
21,9,6.075354099273682,0.08187495585944918,True,0.2708333333333333,False
22,9,5.820909023284912,0.06911718886759546,True,0.8784722222222222,False
23,9,5.315885543823242,0.06769514332214992,True,0.9791666666666666,False
24,9,5.305725336074829,0.059509432771139674,True,0.34375,False
25,9,5.331786155700684,0.06426476832065317,False,0.8715277777777778,False
26,9,5.662926197052002,0.0689782149468859,False,0.71875,False
27,9,5.533937454223633,0.04979836050834921,True,0.7569444444444444,False
