epoch,train_batch_count,dur,train_loss,train_loss_best,train_accuracy,train_accuracy_best
1,9,5.0990846157073975,1.4841537872950237,True,0.25,True
2,9,5.106238126754761,1.366425355275472,True,0.3506944444444444,True
3,9,5.116642236709595,1.234282308154636,True,0.34375,False
4,9,5.214577913284302,1.0718557834625244,True,0.5208333333333334,True
5,9,5.091952323913574,0.9566731916533576,True,0.3784722222222222,False
6,9,5.079399347305298,0.8360530270470513,True,0.2604166666666667,False
7,9,5.135191202163696,0.7004300819502937,True,0.7604166666666666,True
8,9,5.032031297683716,0.591474754942788,True,0.6388888888888888,False
9,9,5.076913833618164,0.5091038677427504,True,0.2708333333333333,False
10,9,5.183076858520508,0.43090882235103184,True,0.5138888888888888,False
11,9,5.0690741539001465,0.39358530441919964,True,0.2916666666666667,False
12,9,5.03718900680542,0.32314953373538124,True,0.4131944444444444,False
13,9,5.035853147506714,0.28932802544699776,True,0.9097222222222222,True
14,9,5.066334962844849,0.23226191600163779,True,0.3819444444444444,False
15,9,5.068533658981323,0.18743334048324162,True,0.5034722222222222,False
16,9,5.158464193344116,0.1345236889190144,True,0.6944444444444444,False
17,9,5.0769429206848145,0.1375475815600819,False,0.5590277777777778,False
18,9,5.097282648086548,0.08559764093822902,True,0.5347222222222222,False
19,9,5.05859899520874,0.10189783862895435,False,0.9479166666666666,True
20,9,5.066861152648926,0.10146188446217114,False,0.9618055555555556,True
21,9,5.156983137130737,0.08603146134151353,False,0.53125,False
22,9,5.200176477432251,0.06853838430510627,True,0.7118055555555556,False
23,9,5.218443155288696,0.07143446389171812,False,0.6597222222222222,False
