batches,epoch,train_batch_count,valid_batch_count,dur,train_loss,train_loss_best,valid_loss,valid_loss_best,train_accuracy,train_accuracy_best,valid_accuracy,valid_accuracy_best
"[{'train_loss': 1.4065518379211426, 'train_batch_size': 32}, {'train_loss': 5.58283805847168, 'train_batch_size': 32}, {'train_loss': 2.52075457572937, 'train_batch_size': 32}, {'train_loss': 2.113081455230713, 'train_batch_size': 32}, {'train_loss': 1.5607707500457764, 'train_batch_size': 32}, {'train_loss': 2.271972179412842, 'train_batch_size': 32}, {'train_loss': 1.564507007598877, 'train_batch_size': 32}, {'train_loss': 1.176156759262085, 'train_batch_size': 32}, {'train_loss': 1.6819806098937988, 'train_batch_size': 32}, {'valid_loss': 28.077075958251953, 'valid_batch_size': 32}, {'valid_loss': 20.49496078491211, 'valid_batch_size': 32}, {'valid_loss': 20.75906753540039, 'valid_batch_size': 32}, {'valid_loss': 25.38333511352539, 'valid_batch_size': 32}, {'valid_loss': 17.737823486328125, 'valid_batch_size': 32}, {'valid_loss': 20.055936813354492, 'valid_batch_size': 32}, {'valid_loss': 18.468181610107422, 'valid_batch_size': 32}, {'valid_loss': 19.56624984741211, 'valid_batch_size': 32}, {'valid_loss': 19.541362762451172, 'valid_batch_size': 32}]",1,9,9,7.552842140197754,2.208734803729587,True,21.120443767971462,True,0.25,True,0.25,True
